v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v99,v100,v101,v102,v103,v104,v105,v106,v107,v115,v116,v117,v118,v120,v121,v122,v123,v125,v126,v127,v128,v129,v130,Alder,alderinterval,recodetalder
1,2,5,5,8,1,1,5,1,1,1,2,2,1,5,5,1,1,1,1,1,1,5,1,1,1,3,3,1,3,4,3,4,8,18,3,5,4,4,4,2,5,1,5,5,3,4,4,4,3,3,2,2,2,11,11,11,11,11,11,11,11,1,1,1,5,1,8,5,10,1,1971,1,11,1,2,1,1,6,1,1,1,14,1,11,80,2,3,11,10001,6,8,9,11,3,30,1,1,6,4,4,2,1,1,2,101,6,7,31,3,2
4,2,1,2,2,5,4,4,4,2,1,3,2,2,4,8,1,2,5,5,5,1,5,1,2,1,3,1,5,2,3,3,2,14,7,4,8,1,4,2,6,1,5,11,11,11,11,11,11,8,88,2,2,1,1,3,7,7,1,1,7,7,2,2,8,5,8,10,10,10,2,1962,1,11,1,6,6,2,4,1,5,2,10,7,11,28,2,1,11,10001,4,4,1,11,3,37,1,1,88,8,4,2,1,7,1,7,1,6,40,4,3
2,5,5,2,2,2,1,4,3,2,2,2,2,1,4,5,3,4,1,2,1,1,5,2,3,1,3,5,1,3,5,4,4,10,20,4,2,4,3,3,3,2,1,3,2,3,3,4,4,3,2,3,2,1,1,1,1,1,1,2,2,2,2,3,3,4,5,8,7,10,1,1949,1,11,1,2,1,1,7,1,9,2,11,1,11,40,2,3,11,10001,4,5,1,11,1,30,1,1,7,5,3,3,1,8,2,101,4,6,53,5,4
2,4,5,8,8,4,4,5,3,3,1,3,2,1,8,5,3,8,1,2,4,1,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,1,5,2,3,4,4,4,3,3,3,2,2,11,11,11,11,11,11,11,11,1,3,4,4,4,9,8,8,1,1974,5,2,11,1,1,1,4,1,4,2,15,1,11,45,2,3,11,10001,11,11,101,11,11,1001,1,1,7,5,3,3,2,101,2,101,4,4,28,2,2
1,5,5,5,5,1,1,5,4,5,1,1,1,1,2,5,2,1,1,2,1,2,5,1,4,1,3,2,4,3,3,3,2,15,10,3,5,4,4,4,6,5,1,7,7,7,7,7,7,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,10,10,10,2,1921,1,11,1,2,1,1,5,1,6,2,14,15,1,40,2,1,11,10001,5,8,15,1,1,40,1,1,8,4,3,4,1,8,1,8,5,10,81,8,5
4,2,4,4,2,3,3,3,1,2,3,3,3,2,3,5,1,3,3,3,2,1,8,1,3,1,3,1,4,1,3,1,1,101,0,3,8,4,4,4,6,3,2,7,7,7,7,7,7,2,8,1,2,1,3,3,3,3,1,1,1,1,1,8,8,4,8,88,3,10,2,1929,1,11,1,2,11,11,1,1,1,1,101,15,2,1001,11,11,11,10001,7,7,15,1,3,45,3,1,88,3,3,3,1,1,1,1,2,5,73,7,5
1,5,5,5,3,1,2,5,8,8,8,8,1,1,1,5,3,5,1,1,1,1,5,1,1,1,3,4,1,3,4,4,4,4,15,3,5,4,3,3,3,5,1,7,7,7,7,7,7,1,8,1,1,1,1,1,1,1,3,3,1,1,8,5,1,5,1,10,5,10,1,1937,1,11,1,2,1,1,1,1,4,2,13,13,1,75,1,3,11,10001,1,2,13,1,1,34,1,1,7,4,3,4,1,8,1,8,2,5,65,6,5
2,2,2,2,2,1,3,2,1,1,1,3,2,1,2,5,1,4,1,2,5,1,4,1,1,1,3,5,2,3,2,2,3,25,25,2,2,3,2,2,1,1,5,1,4,4,4,2,1,4,2,4,1,1,1,1,7,7,3,3,7,7,1,1,3,5,3,10,7,10,1,1950,1,11,1,4,2,2,5,1,8,2,20,1,11,36,2,1,11,10001,5,8,16,1,1,36,1,1,5,4,3,3,1,6,1,6,7,7,52,5,4
1,5,5,5,5,1,1,5,2,2,1,2,1,1,3,5,1,1,1,1,1,1,5,1,1,1,5,2,2,3,3,3,5,5,5,3,5,4,4,4,6,5,1,7,7,7,7,7,7,3,8,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,10,3,7,1,1934,2,1,11,2,1,1,1,1,1,1,7,15,1,37,1,1,11,10001,7,7,13,1,3,37,2,1,5,5,3,4,1,6,2,101,2,4,68,6,5
3,2,2,8,5,1,1,5,1,1,1,2,2,1,3,5,5,1,1,8,2,1,8,1,1,1,3,5,2,3,3,3,3,8,6,3,5,4,4,4,6,3,1,2,2,3,4,4,4,3,4,2,1,1,1,1,1,1,1,2,1,1,1,1,3,5,8,9,9,10,1,1943,1,11,1,2,1,1,4,1,7,2,14,1,11,37,2,1,11,10001,1,8,1,11,1,37,1,1,8,4,3,3,1,10,2,101,6,10,59,5,4
2,2,4,4,5,1,1,5,1,1,1,1,1,1,5,5,5,4,1,1,1,1,3,1,3,1,5,1,3,1,2,2,2,101,101,2,2,3,3,3,5,5,4,7,7,3,2,3,2,4,8,3,1,1,7,1,7,7,7,1,7,7,1,5,1,1,1,10,8,10,2,1972,5,1,11,3,1,2,7,2,8,3,14,12,1,40,1,3,11,10001,4,7,101,1,3,888,1,1,6,4,4,2,1,13,8,101,2,7,30,3,2
1,3,5,8,8,1,3,5,8,8,8,8,8,8,3,8,8,2,1,3,8,1,8,1,2,1,3,2,4,3,2,2,2,10,4,3,5,3,4,4,4,3,2,4,3,3,3,4,4,2,3,2,1,1,11,1,1,1,11,1,1,1,8,3,3,3,8,8,8,7,2,1951,1,11,1,2,1,1,5,1,7,2,16,1,11,888,2,3,11,10001,4,5,1,11,3,37,1,1,6,101,4,2,1,101,2,101,5,8,51,5,4
2,3,4,2,1,2,2,2,2,2,1,2,3,2,3,4,2,2,1,1,2,1,5,1,4,1,3,1,3,1,1,1,1,22,2,2,4,4,4,2,5,2,3,2,4,2,2,4,4,2,3,2,2,1,1,2,3,2,1,1,1,1,2,5,2,4,2,7,5,9,2,1946,1,11,1,2,1,1,3,1,4,2,14,1,11,60,2,1,11,10001,5,8,1,11,1,50,1,1,5,4,4,2,1,1,8,101,4,11,56,5,4
5,1,1,8,5,1,1,4,5,5,1,2,2,1,5,5,1,3,5,2,1,1,5,5,5,1,1,1,1,1,1,1,1,14,0,1,5,7,1,1,4,5,1,7,7,7,7,7,7,2,8,1,1,1,3,3,3,1,1,1,1,1,1,1,4,5,3,10,10,10,2,1923,1,11,1,2,1,1,1,1,1,1,7,15,1,20,2,3,11,10001,1,1,15,1,2,37,2,1,3,6,4,2,1,8,2,101,1,2,79,7,5
1,1,5,1,2,1,1,5,5,5,1,2,1,1,1,5,1,5,4,1,1,1,3,1,1,1,3,1,4,2,2,1,1,101,101,3,5,1,3,4,4,1,1,7,7,7,7,7,7,1,8,1,2,1,1,7,1,1,1,7,1,1,1,5,1,5,1,10,88,10,2,1936,1,11,1,2,1,1,1,1,2,1,7,13,1,40,2,3,11,10001,1,9,13,1,3,50,1,1,5,5,4,2,1,1,1,1,2,3,66,6,5
1,4,5,2,2,3,1,5,4,2,1,2,1,1,5,5,5,4,1,1,1,1,5,1,1,1,3,4,1,1,4,4,4,7,20,4,5,4,3,3,4,5,1,5,1,3,3,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,5,1,6,8,9,1,1970,1,11,1,3,2,1,4,1,7,3,12,1,11,60,2,3,11,10001,4,4,1,11,3,37,1,1,5,5,4,2,1,8,1,8,4,7,32,3,2
1,2,5,8,8,1,1,5,2,4,1,1,1,1,5,5,5,1,1,1,5,1,5,1,2,1,2,3,1,3,4,1,3,7,14,4,4,3,3,3,6,5,5,1,5,2,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,8,8,7,10,1,1943,1,11,1,2,1,1,6,1,7,2,12,1,11,41,2,1,11,10001,5,7,1,11,1,37,1,1,6,8,3,2,1,5,2,101,4,7,59,5,4
1,5,5,2,5,1,8,5,8,1,1,1,1,2,5,5,5,3,1,1,1,8,5,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,1,7,7,7,7,7,7,2,8,1,8,2,11,11,11,11,11,11,11,11,8,3,8,5,8,9,10,10,2,1979,5,2,11,4,1,1,5,2,7,3,16,12,1,888,8,3,11,10001,11,11,101,11,11,1001,3,1,5,4,4,2,1,8,2,101,3,9,23,2,1
1,4,5,8,3,2,1,4,3,2,1,1,1,1,3,5,8,8,1,1,2,8,8,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,2,7,7,7,7,7,7,2,8,3,1,2,11,11,11,11,11,11,11,11,1,3,5,5,2,10,7,8,1,1983,5,2,11,5,3,1,4,2,1,3,14,12,2,1001,11,11,11,10001,11,11,101,11,11,1001,3,1,6,4,3,3,3,101,8,101,1,7,19,1,1
4,1,5,5,1,4,5,1,5,5,3,3,3,8,3,3,3,4,1,2,1,1,5,5,5,1,5,5,3,3,5,5,5,0,40,3,5,3,4,4,4,5,1,7,7,7,7,7,7,2,8,2,2,1,1,1,1,1,3,3,3,3,3,4,1,4,1,10,7,10,1,1931,2,1,11,2,1,1,1,1,1,1,7,15,1,80,1,4,2,10001,1,1,13,1,1,48,3,1,7,5,5,2,1,6,1,6,1,1,71,7,5
4,2,2,2,2,1,1,1,1,1,1,3,2,1,2,5,1,2,2,1,2,1,4,1,1,1,1,1,5,1,1,1,1,10,0,3,5,1,4,4,5,3,2,5,2,2,3,4,4,3,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,10,10,2,1944,1,11,1,2,1,1,1,1,9,2,101,3,11,40,2,3,11,10001,1,1,1,11,4,1001,1,1,5,7,5,8,1,6,2,101,1,4,58,5,4
1,5,5,2,4,1,1,5,3,2,1,2,1,1,5,1,3,2,1,1,1,1,3,2,5,1,3,2,4,2,2,2,3,10,6,3,2,4,3,3,5,4,4,4,4,3,4,4,4,4,2,3,2,1,1,1,2,7,1,1,1,7,1,5,5,2,3,88,88,88,1,1930,1,11,1,5,4,1,4,1,6,2,101,3,11,28,2,1,11,10001,4,1,1,11,3,40,1,1,8,6,4,2,1,8,8,101,3,7,72,7,5
4,2,2,2,2,2,2,4,4,4,1,3,2,1,2,2,1,2,2,2,2,2,4,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,1,7,7,7,7,7,7,2,8,3,1,1,2,2,2,2,1,1,1,1,1,2,4,5,4,8,8,10,2,10001,2,2,11,1,1,1,1,1,1,1,7,17,2,1001,11,11,11,10001,11,11,101,11,11,1001,3,1,8,10,3,3,2,101,8,101,2,2,,11,6
2,4,5,4,1,1,1,5,4,3,1,2,1,1,1,3,1,4,5,4,4,1,3,1,1,1,3,1,5,11,4,2,1,21,5,2,5,1,4,4,5,4,1,7,7,7,7,7,7,1,8,1,1,1,2,2,2,2,1,1,1,1,1,1,2,5,11,10,101,10,2,1940,1,11,1,2,1,1,1,1,1,1,7,14,1,1001,2,3,11,10001,1,1,17,1,11,1001,3,1,3,6,4,5,1,7,2,101,1,13,62,6,5
1,5,5,8,8,2,8,5,8,8,8,8,8,8,5,5,5,1,1,1,5,3,5,2,2,1,4,2,4,8,3,2,3,15,9,2,2,7,3,4,6,1,3,1,4,4,4,4,4,3,3,3,1,2,11,11,11,11,11,11,11,11,8,5,5,8,5,8,88,8,2,1969,5,1,11,2,1,1,6,1,6,2,18,1,11,37,1,3,11,10001,6,7,1,11,3,888,2,1,7,4,3,2,1,3,2,101,4,9,33,3,2
4,4,4,11,2,1,1,5,2,2,1,3,2,1,3,5,1,4,2,1,1,8,5,1,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,3,7,7,7,7,7,7,3,8,4,2,2,11,11,11,11,11,11,11,11,1,2,2,4,2,8,101,101,1,1931,11,2,11,101,1,1,1,1,11,11,101,15,1,888,2,4,2,10001,11,11,101,11,11,1001,1,1,7,8,5,8,1,8,1,8,2,2,71,7,5
1,5,5,4,3,1,1,5,2,2,1,2,1,1,5,5,5,1,1,2,1,2,1,1,1,1,3,2,5,2,3,2,3,13,7,3,3,4,4,3,5,5,1,7,7,4,4,4,4,3,8,2,2,1,1,3,2,1,1,1,1,1,1,2,4,3,3,8,5,10,2,1942,1,11,1,3,1,1,4,1,1,1,10,13,1,37,1,2,11,10001,1,7,13,1,3,37,1,1,5,3,4,2,1,1,1,1,2,6,60,6,5
2,3,4,3,3,1,1,4,2,8,1,2,2,1,5,3,1,3,5,5,5,8,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,3,4,3,3,3,4,4,2,2,2,1,2,11,11,11,11,11,11,11,11,1,4,3,4,3,8,6,9,2,1981,5,2,11,4,1,1,6,1,4,2,13,3,11,28,2,1,11,10001,11,11,101,11,11,1001,1,5,1,4,3,4,2,101,2,101,2,10,21,2,1
1,5,5,8,1,8,1,3,5,5,1,2,1,1,5,5,5,1,1,1,1,1,5,5,5,1,3,5,5,3,3,3,5,0,8,3,5,4,3,3,11,11,11,11,11,11,11,11,11,11,2,2,2,1,1,1,1,1,1,2,2,1,1,5,3,1,3,5,5,10,1,1950,1,11,1,2,1,1,3,1,5,1,101,2,11,65,1,4,1,19,5,7,2,11,4,60,2,1,5,5,3,3,1,3,1,3,9,10,52,5,4
1,5,5,5,5,1,1,5,1,5,1,1,1,1,5,5,1,1,1,1,5,1,5,1,1,1,3,1,4,3,3,1,3,12,2,3,5,4,4,4,1,1,5,2,5,2,2,4,4,2,2,2,2,1,1,3,1,7,1,1,1,1,1,3,3,5,5,8,8,10,2,1967,1,11,1,5,4,1,6,1,4,2,14,1,11,37,2,3,11,10001,3,5,1,11,3,45,1,1,5,4,3,2,1,8,1,8,3,9,35,3,2
4,5,5,4,4,2,2,5,2,3,1,2,2,1,3,3,1,4,1,1,4,1,3,1,2,1,3,1,5,2,3,1,2,101,20,2,2,4,3,4,5,2,2,2,4,2,4,3,4,3,2,3,2,1,2,2,2,1,1,1,1,1,1,2,3,5,5,10,5,10,2,1949,1,11,1,2,1,1,4,1,7,2,13,1,11,31,2,1,11,10001,5,8,1,11,1,37,1,1,7,6,3,2,1,8,2,101,3,8,53,5,4
1,2,5,1,1,2,1,5,1,1,1,2,2,1,8,5,1,1,3,2,5,1,5,5,4,1,3,1,1,1,1,1,1,25,0,1,5,1,1,1,5,1,1,5,1,3,3,4,4,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,10,10,10,2,1951,1,11,1,3,2,1,1,1,1,1,7,1,11,37,2,3,11,10001,1,2,1,11,3,888,1,1,7,10,3,2,1,1,1,1,3,8,51,5,4
5,4,4,1,5,1,1,5,5,5,2,2,1,1,5,5,5,2,1,1,1,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,1,5,1,2,4,1,4,2,3,3,1,2,11,11,11,11,11,11,11,11,1,5,1,5,1,7,6,7,1,1983,5,2,11,4,2,1,6,2,4,3,13,9,11,42,2,3,11,10001,11,11,101,11,11,1001,1,6,6,5,3,2,1,13,2,101,2,2,19,1,1
1,2,2,2,2,3,1,3,4,2,1,2,2,1,3,5,1,5,5,5,2,1,1,4,5,1,3,1,4,2,1,2,1,50,1,2,4,4,4,3,4,2,2,7,7,7,7,7,7,1,8,2,2,1,1,2,1,1,1,1,1,1,2,4,1,4,3,5,7,10,2,1931,1,11,1,2,1,1,1,1,1,1,7,15,1,32,2,1,11,10001,1,7,15,1,4,40,2,1,3,6,4,2,1,8,1,8,2,3,71,7,5
1,5,4,5,4,1,1,5,8,8,1,2,2,1,5,5,2,1,1,2,3,1,5,1,1,1,3,1,4,8,3,1,2,4,101,3,3,7,4,4,6,5,1,7,7,7,7,7,7,2,8,2,1,2,11,11,11,11,11,11,11,11,1,5,4,5,4,10,8,9,2,1975,5,1,11,2,1,1,6,1,6,3,16,12,1,37,2,1,11,10001,3,4,1,11,3,55,1,1,8,4,5,2,1,13,2,101,2,9,27,2,2
3,3,5,5,3,1,1,5,1,1,1,1,1,1,5,5,5,4,1,1,1,1,5,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,2,7,7,2,1,4,4,4,8,2,1,2,11,11,11,11,11,11,11,11,1,5,2,5,2,10,1,1,2,1950,5,2,11,1,1,1,4,1,4,2,12,10,1,37,2,3,11,10001,11,11,101,11,11,1001,1,1,3,4,3,3,1,8,1,8,2,2,52,5,4
1,4,4,4,4,8,1,5,4,4,1,2,2,1,4,5,1,2,1,1,2,1,4,1,2,1,3,1,4,2,3,3,2,10,10,3,2,4,3,3,4,1,4,1,4,2,3,4,1,3,5,2,1,1,1,2,7,7,1,1,7,7,1,2,1,2,8,8,6,8,2,1967,1,11,1,4,2,2,5,1,8,2,17,1,11,39,2,3,11,10001,5,8,1,11,3,39,1,1,6,3,3,2,1,8,2,101,7,12,35,3,2
2,2,11,4,4,2,1,5,2,2,1,2,2,2,2,5,4,5,2,1,1,1,2,4,3,1,1,5,1,4,3,4,4,1,2,4,3,4,3,1,2,4,4,1,5,2,2,4,4,2,2,2,1,1,1,1,1,7,1,1,1,7,1,2,4,5,1,10,8,10,1,1964,1,11,1,5,3,2,4,1,6,2,15,2,11,60,1,4,1,6,6,7,3,11,1,42,2,1,6,4,3,2,1,8,2,101,9,10,38,3,2
1,3,5,5,5,1,2,5,3,2,1,1,1,1,5,5,2,3,3,2,1,1,5,2,1,1,3,5,6,8,3,3,4,8,4,3,4,3,3,2,4,4,4,3,4,3,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,5,5,10,2,1946,1,11,1,2,1,1,1,1,5,2,8,1,11,45,2,3,11,10001,4,7,1,11,1,45,1,1,5,4,3,4,1,8,2,101,7,11,56,5,4
1,3,5,5,5,1,1,5,2,1,1,2,1,1,5,5,1,8,5,2,1,1,5,1,1,1,3,1,4,3,3,1,1,14,7,3,5,3,3,3,3,2,1,5,1,4,4,4,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,5,2,10,8,10,2,1964,1,11,1,5,4,1,5,1,8,2,16,1,11,30,1,1,11,10001,2,1,10,1,3,37,1,1,8,3,3,2,1,1,2,101,2,5,38,3,2
4,2,1,2,5,1,2,5,2,2,1,2,2,1,2,5,2,4,1,2,2,1,3,1,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,2,4,5,2,3,4,4,4,3,4,2,1,1,3,1,1,1,1,1,7,1,2,3,4,3,8,5,10,2,1948,3,2,11,1,1,1,5,1,7,2,13,1,11,37,2,1,11,10001,11,11,101,11,11,1001,1,1,7,5,3,3,1,8,1,8,7,7,54,5,4
8,2,5,8,1,1,2,5,4,4,1,2,1,1,2,5,1,4,1,1,3,1,4,1,3,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,2,7,7,7,7,7,7,2,8,2,1,1,3,3,3,3,1,1,1,1,1,8,4,5,3,8,7,10,2,1936,2,2,11,1,1,1,1,1,1,1,8,14,1,20,2,3,11,10001,11,11,101,11,11,1001,2,1,5,6,3,3,1,8,1,8,1,1,66,6,5
1,5,1,5,4,4,1,5,2,2,1,2,2,2,5,5,3,1,1,1,1,2,5,1,2,1,3,2,4,1,1,2,2,12,2,2,3,4,4,4,5,2,4,2,5,2,2,4,3,4,4,3,1,1,1,2,2,7,1,1,1,7,1,1,2,3,5,7,6,10,2,1960,1,11,1,5,3,1,4,1,5,2,15,1,11,30,2,1,11,10001,4,5,1,11,3,37,1,1,7,6,3,2,1,13,2,101,4,8,42,4,3
11,11,11,11,11,11,2,5,1,2,1,3,2,1,3,5,1,2,4,2,3,1,2,1,1,1,3,1,3,3,1,1,1,12,1,1,1,7,1,1,5,2,4,2,4,2,1,3,3,3,2,3,1,2,11,11,11,11,11,11,11,11,1,5,4,4,4,10,10,10,1,1974,1,11,1,2,1,1,7,1,7,2,17,1,11,37,2,2,11,10001,3,9,1,11,2,40,1,2,2,3,3,3,3,101,2,101,4,5,28,2,2
3,2,3,4,3,4,1,3,3,3,1,1,1,1,3,5,3,4,1,1,1,8,1,5,5,1,3,2,2,8,4,3,4,2,2,3,5,7,3,3,3,5,1,4,1,3,4,4,4,2,3,2,2,2,11,11,11,11,11,11,11,11,1,3,3,4,3,8,1,10,1,1959,1,11,1,2,1,1,3,1,4,1,9,1,11,37,2,3,11,10001,4,1,3,11,3,28,1,1,8,4,3,3,1,8,2,101,4,7,43,4,3
4,4,4,2,4,5,2,5,2,2,1,3,2,1,2,2,1,5,5,2,3,1,3,1,1,1,3,4,2,3,3,4,4,5,15,3,4,3,2,3,2,2,4,2,4,2,3,3,3,3,3,3,1,2,11,11,11,11,11,11,11,11,1,2,5,5,3,9,7,7,1,1955,1,11,1,2,1,1,11,1,8,2,19,1,11,37,2,3,11,10001,3,1,101,1,2,25,1,1,5,7,1,4,1,3,2,101,6,7,47,4,3
1,5,5,5,3,2,3,5,3,2,1,2,1,1,5,5,2,4,1,1,5,3,4,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,2,7,7,7,7,7,7,2,8,8,2,2,11,11,11,11,11,11,11,11,1,4,3,5,8,10,7,8,2,1978,5,2,11,1,1,1,6,1,6,3,14,12,1,40,2,1,11,10001,11,11,101,11,11,1001,1,1,7,3,3,8,1,8,2,101,1,1,24,2,1
2,5,5,4,8,4,1,5,3,3,1,2,2,1,2,5,4,1,1,1,4,1,4,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,2,7,7,2,3,3,3,3,8,2,1,2,11,11,11,11,11,11,11,11,1,2,5,4,2,8,5,10,2,1980,5,2,11,1,1,1,5,1,6,3,17,12,1,40,1,3,11,10001,11,11,101,11,11,1001,1,6,8,5,1,5,1,1,1,1,2,2,22,2,1
2,5,4,3,5,2,1,5,4,4,1,2,2,1,2,5,1,5,5,5,5,1,3,2,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,2,7,7,2,4,4,4,5,8,6,2,2,11,11,11,11,11,11,11,11,1,3,4,5,2,8,4,7,2,1977,5,2,11,1,1,1,7,1,5,3,101,12,1,37,2,1,11,10001,11,11,101,11,11,1001,3,1,3,8,1,5,1,7,2,101,2,2,25,2,2
4,2,4,5,5,5,4,5,1,1,2,3,2,1,5,5,2,2,1,1,1,1,5,1,2,1,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,11,11,7,7,7,7,7,7,4,8,3,1,1,3,3,2,2,1,1,1,1,1,4,3,1,1,10,10,10,2,1944,1,11,1,2,1,1,2,1,1,1,8,14,1,20,8,2,11,10001,1,1,13,1,2,37,2,1,7,6,3,5,1,1,2,101,1,4,58,5,4
1,5,5,3,4,1,1,4,2,2,1,2,1,1,4,5,1,1,1,1,1,1,4,5,8,1,3,1,4,1,1,1,1,10,1,1,5,7,4,2,1,1,5,7,7,7,7,7,7,4,8,4,2,2,11,11,11,11,11,11,11,11,2,1,3,5,1,7,5,7,2,1949,1,11,1,2,1,1,4,1,1,2,10,14,1,37,2,1,11,10001,4,2,1,11,3,50,3,1,5,8,3,4,1,8,2,101,1,5,53,5,4
4,2,2,3,5,1,2,5,3,3,1,2,2,8,8,5,3,2,1,1,4,1,8,1,1,1,3,2,4,3,2,4,4,20,20,3,3,4,3,4,4,5,2,1,5,4,3,4,4,3,3,2,2,1,1,2,2,7,1,1,1,7,8,3,3,5,2,10,1,10,2,1955,1,11,1,4,2,1,5,1,7,2,15,1,11,32,2,1,11,10001,4,4,1,11,3,37,1,1,5,5,2,3,1,2,2,101,4,7,47,4,3
1,5,2,4,5,1,1,5,2,2,1,2,1,1,5,5,4,2,1,1,3,1,5,1,1,1,3,2,4,3,4,4,1,25,15,2,3,3,3,1,6,4,2,4,2,4,4,4,4,3,3,2,1,1,1,2,7,7,1,1,7,7,1,2,5,4,3,7,7,7,2,1974,1,11,1,3,1,2,6,1,6,2,14,1,11,32,2,1,11,10001,6,6,1,11,3,40,1,1,6,5,3,5,1,4,2,101,3,7,28,2,2
1,5,3,8,8,2,2,5,2,1,8,8,8,1,5,5,2,2,1,2,3,1,5,1,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,2,2,2,2,3,4,4,4,3,4,1,2,11,11,11,11,11,11,11,11,1,2,8,5,2,10,5,8,1,1946,5,2,11,1,1,1,5,1,7,2,16,1,11,37,2,1,11,10001,11,11,101,11,11,1001,1,1,7,4,3,4,1,8,2,101,6,6,56,5,4
1,4,4,3,5,2,2,4,2,3,1,2,1,1,8,5,2,2,2,2,2,1,4,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,11,7,7,11,11,11,11,3,8,2,2,1,1,1,1,1,1,3,3,3,1,3,3,3,2,7,5,10,1,1931,2,2,11,1,1,1,1,1,1,1,7,15,1,37,2,3,11,10001,11,11,101,11,11,1001,2,1,8,8,2,3,1,1,1,1,2,2,71,7,5
2,4,5,3,2,1,4,2,5,5,2,2,2,2,8,5,1,1,1,1,1,1,2,5,5,1,3,5,5,8,5,5,5,0,30,5,5,3,4,4,2,1,1,1,1,4,4,4,4,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,5,3,5,1,5,1,1947,1,11,1,2,1,1,1,1,1,1,7,2,11,65,1,4,1,12,1,1,3,11,1,30,1,1,8,1,4,2,1,9,2,101,6,7,55,5,4
3,3,2,2,3,2,2,2,2,2,1,3,2,2,3,3,1,4,4,4,3,1,3,2,2,1,4,1,4,2,3,3,1,15,8,3,5,4,4,4,3,3,3,1,5,1,1,4,4,4,4,3,1,1,1,3,2,2,1,1,1,1,1,3,3,4,3,8,6,8,2,1944,1,11,1,2,1,1,2,1,5,2,8,1,11,30,2,1,11,10001,1,9,15,1,3,37,1,1,5,5,2,5,1,3,1,3,3,5,58,5,4
1,5,5,5,8,1,1,4,1,1,1,2,1,1,5,5,1,3,1,1,1,2,5,1,1,1,3,1,4,1,2,2,1,18,5,2,2,1,4,4,2,1,2,1,4,1,1,4,4,4,3,4,2,1,1,1,1,1,1,1,1,1,1,4,2,5,5,5,5,8,2,1959,1,11,1,4,2,1,6,1,4,2,15,1,11,50,1,3,11,10001,4,4,1,11,1,40,1,1,4,5,2,2,1,8,2,101,6,8,43,4,3
4,1,1,1,2,1,4,4,1,1,1,2,2,1,3,5,1,1,1,2,1,1,1,1,5,1,3,1,5,1,4,2,1,30,8,3,3,4,3,4,4,4,1,7,7,7,7,7,7,3,8,2,2,2,11,11,11,11,11,11,11,11,2,2,3,5,1,7,5,10,2,1934,1,11,1,2,1,1,1,1,9,1,7,15,1,33,1,3,11,10001,1,1,15,1,3,37,2,1,4,5,4,2,1,8,1,8,1,3,68,6,5
11,11,11,11,11,11,1,2,1,1,1,3,3,1,8,5,1,3,1,1,3,1,4,1,1,1,5,2,4,1,2,3,1,88,88,2,1,4,3,3,4,3,1,7,7,11,11,11,11,1,8,2,2,1,2,3,1,1,11,11,11,11,11,11,11,11,11,101,10,10,2,1931,1,11,1,2,1,1,1,1,1,1,7,15,1,37,2,3,11,10001,1,2,14,1,3,37,1,1,101,101,11,11,1,5,2,101,1,2,71,7,5
