s1_1,s1_2,s1_3,s1_4,s1_5,s1_6,s2,s2b,s3_1,s3_2,s4_1,s4_2,s4_3,s4_4,s5_1,s5_2,s5_3,s5_4,s6,s7_1,s7_2,s7_3,s7_4,s7_5,s8,s8b,s9,s10a,s10b,s11,s12,s13,s14,bvq_14,bvq_34a,s15a,s15b,s16a,s16b,d17,s18_1,s18_2,s18_3,s18_4,s18_5,s18_6,s19,s20_1,s20_2,s20_3,s20_4,s21,s22a,s22b,s23,s24,s25,s26,s27_1,s27_2,s27_3,s28a,s28b,s29,s30a,s30b,s31_1,s31_2,s32_1,s32_2,s32_3,s32_4,s32_5,s32_6,s32_7,s32_8,s33_1,s33_2,s33_3,s33_4,s34_1,s34_2,s34_3,s34_4,s34_5,s34_6,bvq_01,bvq_02_3,bvq_03,bvq_04_1,bvq_04_1_oth,bvq_04_2,bvq_04_2_oth,bvq_05_1,bvq_05_2,bvq_07,bvq_08,bvq_09,bvq_10,bvq_15_1,bvq_15_2,bvq_16,bvq_17,bvq_18,bvq_21,bvq_22,bvq_22_oth,bvq_23,bvq_24,bvq_25,bvq_26,bvq_26_oth,bvq_28,bvq_29,bvq_30,bvq_31,bvq_32,bvq_33,bvq_37,bvq_dk1_1,bvq_dk1_2,bvq_dk1_3,bvq_dk1_4,GI
8,8,8,8,8,5,3,3,8,8,3,3,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,3,4,1,2,2,2,1,7,10,25,10,25,5,3,3,3,3,3,4,3,2,2,3,3,1,3,3,3,1,3,3,3,3,3,4,4,2,,4,,3,2,4,1,3,1,3,2,2,1,1,1,8,4,3,2,3,3,3,1,1986,18,6,,7,,4,,2,2,,1,12,1,,3,2,1,2,,8,99,1,,,2,0,2,4,8888888888,8888888888,3,0,1,0,0,1.25824393637764
1,5,5,5,5,5,3,3,1,1,2,3,3,1,2,2,1,1,2,3,3,3,3,3,1,12,3,3,8,2,2,2,2,1,1,14,14,14,14,3,4,3,3,2,2,2,3,8,8,8,8,4,1,6,1,2,4,1,3,3,3,2,4,2,3,,2,,4,2,1,4,1,3,2,5,4,4,2,1,4,4,4,5,4,4,1,1947,15,8,Arkitekt,7,,11,1,1,2,,,11,1,,1,1,1,1,,8,3,1,1,,2,0,0,2,30000,60000,2,1,0,0,0,0.577249915058916
2,2,2,5,2,5,1,3,2,1,2,4,2,1,2,2,2,4,2,5,2,3,3,3,1,3,3,2,3,8,2,2,2,3,6,2,0,,,,,,,,,,,8,,,,3,1,8,8,4,4,3,3,3,3,3,4,0,3,,8,,3,2,1,4,2,3,8,5,3,3,3,8,5,5,5,5,5,5,1,1954,14,5,,1,,6,1,2,2,,1,,,,,,2,2,,7,3,2,,,1,,,1,8888888888,,1,0,0,1,0,0.819558308146045
1,5,5,4,3,5,3,3,8,8,5,3,5,1,1,1,1,1,2,3,3,3,3,3,2,,8,2,3,2,1,2,2,3,4,15,0,,,,,,,,,,,2,8,8,3,2,2,4,2,4,4,2,3,3,3,2,5,2,,2,,3,2,4,1,2,1,4,1,2,2,1,1,2,5,2,1,4,2,4,2,1974,18,4,,4,,1,,2,2,,1,,,,,,1,1,,8,3,1,1,,3,0,0,3,49000,49000,3,0,1,0,0,1.29334746444563
2,4,5,4,8,5,3,3,2,2,3,2,3,1,2,2,2,2,2,3,3,3,3,3,1,6,3,4,4,2,2,2,2,1,1,7,0,14,1,3,5,5,5,4,3,4,3,8,8,8,8,3,8,7,1,4,4,2,3,3,3,5,3,2,3,,3,,4,2,1,2,1,8,3,3,3,4,4,5,3,5,3,5,4,3,1,1946,20,8,Kemi ingeniør + Erhvervsforsker,8,,11,1,2,1,40,1,1,,40,1,2,2,1,,8,4,1,1,,2,0,0,2,35000,52000,2,1,0,0,0,0.337854321466157
1,5,5,4,8,5,3,3,8,8,5,2,3,1,2,2,3,3,3,3,3,3,3,3,1,10,8,8,8,1,2,8,8,1,1,2,0,3,0,3,5,4,3,3,3,3,4,3,3,3,3,2,5,5,5,4,3,4,3,3,3,4,3,3,2,,4,,3,4,1,2,3,3,8,5,3,3,3,8,3,3,2,5,2,3,1,1976,17,4,,7,,1,,2,2,,1,1,,40,1,1,1,2,,5,5,1,2,,2,3,0,5,40000,80000,3,1,0,0,0,0.757855406937718
1,5,5,5,8,5,3,3,1,1,5,8,5,1,1,1,1,1,2,3,3,3,3,3,1,16,3,8,3,2,2,2,2,1,1,14,4,5,0,3,1,2,3,2,6,1,1,8,8,8,8,4,1,6,1,4,4,4,3,3,3,5,3,2,3,,3,,4,3,1,4,1,5,3,5,3,3,5,5,5,5,4,5,3,4,2,1955,17,4,,7,,11,1,2,1,4,1,11,1,,2,1,2,2,,6,1,1,11,,2,0,0,0,30000,60000,2,0,0,1,0,0.325714006687783
1,3,8,4,8,3,3,2,8,2,2,3,3,1,8,8,8,8,2,3,3,1,3,3,1,5,3,2,2,4,2,3,2,3,6,5,2,,,,,,,,,,,3,3,8,8,2,8,8,8,88,4,2,3,3,3,8,8,0,4,,3,,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,1,2004,12,3,,11,FGU,14,2,,,,,,,,,,7,7,,88,99,3,,,3,1,0,4,8888888888,8888888888,7,0,1,0,0,2.86427283235405
2,5,4,5,5,5,3,2,2,2,4,3,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,4,3,2,2,2,2,3,4,7,0,,,,,,,,,,,3,8,8,3,2,3,8,5,4,4,3,3,3,3,4,3,1,,1,,3,2,1,1,5,1,5,3,5,5,4,4,5,5,5,4,5,4,5,2,1959,16,4,,6,,1,,1,2,,,,,,,,1,1,,8,3,1,12,,1,0,0,1,35000,,2,0,1,0,0,0.246792221078518
4,3,4,8,4,5,3,3,8,8,2,3,2,1,4,4,2,2,2,8,3,3,3,3,2,,8,4,8,2,1,8,2,3,4,10,35,,,,,,,,,,,1,3,8,8,2,4,5,4,1,3,3,3,3,3,2,5,2,,1,,2,1,5,1,5,3,2,1,3,1,1,1,4,5,4,2,2,3,4,1,1981,18,4,,7,,1,,2,2,,1,,,,,,1,2,,88,3,1,14,blankt,1,1,1,3,8888888888,,2,1,0,0,0,0.9620194190102
1,2,1,2,1,4,1,3,2,1,5,2,3,1,3,3,1,1,2,3,3,3,3,3,1,9,8,2,1,2,2,8,2,1,1,25,10,5,2,3,1,1,1,2,2,2,2,8,8,8,8,2,1,4,1,1,4,2,3,3,3,3,3,3,3,,3,,1,2,1,3,1,4,2,3,4,4,4,5,5,5,5,5,5,5,2,1954,16,4,,4,,11,1,2,1,100,1,11,1,,1,1,2,2,,8,4,1,11,,2,0,0,2,8888888888,8888888888,1,0,1,0,0,0.791577166466905
1,5,5,5,8,5,3,3,1,1,2,2,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,8,8,2,2,8,8,3,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,3,3,5,5,3,3,8,1,2,8,1,1,1,2,1,1,2,3,3,3,3,3,2,,3,4,3,2,8,8,2,1,6,1,0,12,4,5,4,3,6,3,4,4,3,2,8,8,8,2,4,8,4,88,4,5,8,8,8,4,3,0,,1,,8,3,3,1,4,1,5,2,3,4,3,3,3,4,4,4,4,2,4,1,1998,17,6,,3,,1,,2,2,,1,8,1,,2,2,1,2,,8,5,1,13,,2,0,0,2,29000,35600,1,0,0,1,0,1.39051615848161
2,2,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,3,2,3,5,3,3,2,1,4,1,5,1,1,1,1,1,2,3,3,3,3,3,1,12,2,2,3,4,1,4,2,1,1,5,0,2,2,3,2,3,8,3,2,3,2,3,3,8,8,2,6,2,1,1,1,2,2,1,1,5,3,2,,1,,2,2,2,1,4,1,5,2,2,4,4,3,4,2,5,4,4,3,2,2,1970,15,8,Erhvervsuddannelse,2,,1,,1,2,,,1,,37,2,1,1,2,,6,5,1,9,,2,0,0,2,8888888888,8888888888,3,0,1,0,0,0.732341020485409
1,5,5,8,8,5,3,3,2,1,2,3,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,1,8,5,3,3,1,1,4,8,2,1,1,1,1,1,3,3,3,3,3,3,1,9,2,3,6,4,2,4,2,3,5,8,0,,,,,,,,,,,8,,,,4,1,7,1,1,1,3,3,3,3,,4,4,,4,,3,3,1,1,8,1,5,1,1,8,4,5,3,5,5,5,5,5,5,2,1938,19,8,Lærer,6,,11,1,1,1,25,,,,,,,2,2,,5,3,1,1,,1,0,0,1,8888888888,,3,1,0,0,0,0.755398463961247
2,5,5,5,4,5,3,2,8,8,5,2,3,1,2,2,1,1,3,3,3,3,3,3,1,12,3,4,3,2,2,2,2,1,1,12,0,7,0,3,3,4,6,2,2,2,2,8,8,8,8,2,3,5,6,2,3,3,2,2,2,4,2,3,,1,,2,4,3,2,4,2,5,5,5,4,3,4,4,3,3,4,5,4,4,1,1987,20,5,,7,,1,,2,2,,1,8,1,,2,2,2,2,,8,3,1,1,,2,2,1,5,45000,51500,2,1,0,0,0,1.25824393637764
1,5,5,5,2,5,3,3,2,1,2,4,5,1,1,1,1,1,3,3,3,3,3,3,1,6,2,4,3,2,2,4,2,1,1,8,0,8,0,3,3,3,8,2,4,1,3,2,1,3,3,2,1,4,2,4,3,3,3,3,3,5,3,2,3,,4,,2,4,1,2,2,5,2,2,3,3,3,5,3,5,3,4,4,4,2,1964,13,4,,4,,1,,2,1,4,1,2,,50,2,1,1,2,,8,4,1,2,,2,0,0,2,70550,150000,3,1,0,0,0,0.811262806094674
1,5,5,5,3,5,3,3,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,4,4,5,3,2,8,1,3,1,5,1,1,2,1,1,3,3,3,3,3,3,1,12,2,4,3,2,2,2,2,1,1,21,5,25,5,3,3,4,3,3,3,3,3,,,,,2,2,4,2,2,4,3,3,3,3,3,3,3,3,,2,,5,1,1,5,1,5,5,5,4,4,4,5,4,5,5,5,2,4,1,1948,19,4,,6,,11,1,1,2,,,11,1,,1,2,1,1,,7,9,1,,,2,0,0,2,8888888888,8888888888,3,1,0,0,0,0.442115559670175
2,2,2,2,2,2,3,3,2,8,,3,1,1,1,1,1,,3,3,3,3,3,3,2,,8,8,4,2,1,2,2,3,5,15,7,,,,,,,,,,,8,8,8,8,8,1,8,1,1,7,8,8,8,8,4,3,2,3,,5,,1,2,1,2,2,2,4,3,3,3,4,4,3,4,5,3,3,1,2,1938,4,3,,3,,11,1,6,2,,1,,,,,,2,2,,5,5,1,11,,1,0,0,1,8888888888,,3,1,0,0,0,0.755398463961247
2,4,5,5,2,8,3,3,1,1,3,4,2,2,4,4,3,3,2,3,3,3,3,3,1,3,3,3,6,1,2,1,1,1,1,4,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,3,3,3,2,2,,3,,2,2,2,3,3,3,1,2,3,3,3,3,4,4,2,2,1,5,1,1957,15,7,,4,,1,,2,1,3,1,1,,40,1,2,1,2,,4,9,1,2,,2,0,0,2,50000,100000,3,0,1,0,0,1.00246219450108
1,5,5,4,3,5,3,3,8,8,2,5,3,1,1,1,1,1,2,3,3,3,3,3,1,12,2,8,8,8,8,2,2,1,1,21,168,7,100,3,2,2,2,2,2,2,3,8,8,8,8,2,5,3,4,4,4,2,3,3,3,3,3,2,4,,5,,2,4,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,2,1986,18,8,Kort videregående  Financial controller,4,,4,,2,2,,8,1,,45,2,1,2,2,,7,3,1,14,Husker det ikke,2,0,2,4,8888888888,8888888888,3,0,1,0,0,1.61092130588553
1,4,5,5,3,5,3,3,1,1,5,3,5,5,1,1,1,1,2,3,3,3,3,3,1,12,2,4,1,2,2,2,2,2,4,15,7,,,,2,2,2,2,2,2,,3,3,3,3,3,2,2,1,4,4,2,3,3,3,4,4,3,,1,,5,5,2,1,4,2,5,4,5,5,4,4,4,5,4,5,5,5,4,2,1977,20,4,,7,,1,,1,2,,,1,,30,2,1,1,2,,6,3,1,6,,2,2,0,4,550000,550000,1,0,1,0,0,0.729874265258579
1,5,5,4,8,5,3,3,1,1,5,2,5,1,2,2,1,1,4,3,3,3,3,3,2,,3,3,1,1,1,4,2,1,1,10,1,10,1,3,4,3,4,3,4,3,4,3,2,3,3,3,2,6,3,3,2,1,3,3,3,4,5,4,,1,,2,2,2,2,2,5,2,1,5,2,2,1,5,5,4,8,2,2,5,1,1966,4,5,,4,,1,,2,1,30,1,1,,40,1,1,2,2,,7,3,1,11,,3,0,0,3,55000,145000,2,0,1,0,0,1.04188293280343
1,4,3,2,1,1,3,3,3,3,3,3,3,4,5,5,5,5,1,4,4,4,1,3,1,1,3,2,2,1,2,1,8,88,1,15,15,,,,,,,,,,,1,8,3,3,1,7,7,7,88,8,8,3,5,3,1,3,1,,3,,8,3,8,8,8,8,8,8,8,3,3,3,8,5,2,2,1,1,3,1,1977,45,7,,3,,1,,2,2,,8,,,,,,1,1,,88,99,3,,,2,1,0,3,8888888888,8888888888,7,1,0,0,0,2.13190464461335
2,5,5,5,8,5,3,3,1,1,5,3,5,1,1,1,1,1,,8,8,3,3,3,1,,8,8,8,1,2,2,2,1,1,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,1,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,2,3,1,2,1,2,2,1,1,6,0,2,4,4,2,3,4,2,2,2,3,3,8,8,8,1,1,7,5,1,1,3,3,3,3,5,3,2,,2,,5,5,1,1,2,2,3,3,3,3,2,3,3,5,5,5,5,5,5,2,1963,17,4,,6,,1,,1,2,,,1,,37,2,2,1,1,,8,3,1,1,,2,0,0,2,42000,8888888888,2,0,1,0,0,0.450884718013568
1,5,5,5,1,5,3,3,1,1,5,2,5,1,1,1,5,5,2,3,3,3,3,3,1,12,3,3,1,2,2,2,2,3,6,5,0,,,,,,,,,,,1,1,8,8,2,1,6,1,1,1,3,3,3,3,1,5,0,2,,1,,1,5,1,1,1,2,1,2,2,2,2,3,5,3,1,3,5,4,1,1992,4,3,,3,,1,,2,2,,2,,,,,,2,2,,8,10,1,4,,3,,,3,26000,8888888888,3,1,0,0,0,1.52637550761643
1,5,5,5,3,5,3,3,1,1,2,1,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,8,2,8,2,8,3,6,7,0,,,,,,,,,,,2,8,8,8,2,3,7,5,3,3,4,3,3,3,3,4,0,3,,5,,5,1,1,5,2,5,5,5,4,4,4,3,2,4,5,3,2,3,2,1993,17,4,,6,,1,,1,2,,,,,,,,1,2,,5,6,1,14,,1,0,0,1,8888888888,,1,0,1,0,0,1.20547597260935
1,5,5,5,2,5,3,3,2,1,2,3,3,1,1,1,1,1,4,3,3,3,3,3,1,12,2,4,8,1,2,2,2,1,1,10,40,5,14,3,2,2,3,2,3,1,3,1,3,8,2,2,3,7,1,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,1,1,5,2,5,1,2,2,1,1,2,3,3,3,3,3,1,12,3,4,1,2,1,2,2,1,1,4,0,4,0,4,2,2,8,3,6,2,3,8,3,8,3,2,1,3,2,1,1,3,3,3,3,4,3,5,,1,,5,5,2,1,4,1,5,5,5,5,5,5,5,3,5,5,5,4,4,2,1964,19,4,,7,,1,,1,1,0,,1,,50,2,1,1,2,,8,1,1,1,,2,0,0,2,80000,160000,3,1,0,0,0,0.522786419354532
1,5,5,8,8,5,3,2,1,1,5,5,5,1,4,4,1,1,2,3,3,3,3,3,2,,2,3,4,2,1,2,2,1,1,5,0,3,0,4,4,3,3,2,3,1,3,3,8,8,8,2,3,6,6,1,1,2,3,3,3,4,3,2,2,,2,,3,5,1,2,5,3,1,5,1,1,5,2,3,4,3,3,5,4,1,1984,5,7,,1,,1,,2,2,,1,2,,37,4,,1,2,,6,4,1,10,,2,2,0,4,36000,60000,3,0,1,0,0,1.14218077350227
2,2,3,3,3,3,3,8,2,1,3,3,3,2,4,4,3,3,2,3,3,3,3,3,1,3,8,2,3,1,1,8,8,3,6,4,0,,,,,,,,,,,2,8,8,8,2,3,4,3,4,6,7,3,3,3,3,1,0,4,,3,,1,4,2,2,3,2,1,2,1,1,2,5,4,3,2,4,3,4,1,1999,13,5,,3,,1,,2,1,14,1,,,,,,1,2,,8,9,1,3,,1,0,0,1,31000,,1,0,1,0,0,1.59935067323614
2,4,5,5,5,5,3,3,1,1,3,3,5,1,1,1,2,2,3,3,3,3,3,3,1,6,3,3,1,4,2,2,2,1,1,5,0,0,0,4,3,1,1,3,1,3,1,1,1,8,3,2,1,7,5,4,4,3,3,3,3,5,3,0,2,,2,,2,3,2,2,2,2,3,3,4,5,4,4,5,5,2,2,2,4,2,1957,15,4,,4,,1,,2,1,10,1,10,1,,2,2,1,2,,8,5,1,1,,2,0,0,0,73000,88000,1,0,0,1,0,0.273936126091592
1,2,5,4,2,5,3,2,1,1,4,2,5,1,1,1,1,1,2,3,3,3,3,3,1,12,2,3,3,4,1,4,1,1,1,14,14,7,7,3,3,2,3,4,2,4,2,1,2,8,8,3,1,1,1,1,1,3,3,3,3,5,1,3,3,,2,,5,2,1,5,2,5,5,5,5,4,4,5,5,5,5,4,3,5,2,1984,18,4,,6,,1,,2,1,2,2,1,,38,2,1,1,1,,8,4,1,11,,2,3,0,5,51000,151000,3,1,0,0,0,1.84902186558063
1,5,5,5,2,5,3,2,2,1,5,1,2,1,2,2,2,2,2,3,3,3,3,3,1,6,3,4,3,2,2,2,2,1,1,8,0,12,0,3,5,3,8,5,5,3,3,3,3,8,8,2,3,7,3,1,3,3,3,3,3,5,3,3,2,,4,,3,2,1,1,2,5,2,5,4,2,1,3,2,4,3,5,3,3,1,1960,18,4,,6,,1,,2,2,,1,1,,30,1,2,1,2,,5,4,1,1,,2,0,0,2,37000,66000,4,1,0,0,0,0.557216047785098
1,5,5,5,4,5,3,3,2,2,5,2,5,1,1,1,1,1,3,3,3,3,3,3,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,1,5,3,3,2,1,4,5,4,1,2,2,2,2,3,3,3,3,3,3,1,12,3,4,3,2,2,2,2,1,1,7,0,24,0,4,5,3,3,5,5,4,5,8,8,8,8,2,4,7,7,1,2,2,3,3,3,4,3,2,2,,3,,4,3,1,3,1,4,2,4,4,3,3,5,5,5,3,5,3,5,1,1943,13,5,,6,,11,1,1,1,8,,1,,38,1,2,2,1,,8,5,1,2,,2,0,0,2,25000,35000,3,1,0,0,0,0.986900505058563
2,2,5,2,3,5,3,3,2,1,3,2,5,1,1,1,1,1,2,3,3,3,3,3,1,6,3,8,4,2,2,2,2,3,4,1,0,,,,,,,,,,,3,3,3,3,2,1,7,1,1,1,3,1,3,3,3,4,3,,2,,3,3,3,,,,,,,3,,,,,,,,,5,1,1963,11,8,Hk,2,,5,,2,1,60,1,,,,,,1,2,,6,5,1,1,,1,,,0,8888888888,,2,0,1,0,0,1.65048625056683
1,2,1,2,2,3,3,3,2,2,3,1,1,1,3,3,,,2,3,3,3,3,3,1,10,3,2,4,,1,8,,2,1,5,0,,,,5,5,4,4,4,5,,1,1,1,1,8,8,7,1,1,4,3,8,8,8,5,3,2,,2,,8,3,4,1,2,3,3,1,5,3,2,3,2,5,5,2,2,3,2,1,1942,16,3,,5,,14,1,6,1,1,2,11,1,,6,1,3,2,,6,5,1,11,,2,0,0,2,8888888888,8888888888,4,1,0,0,0,0.446229995115414
2,2,1,2,3,3,3,3,2,2,4,5,1,2,4,3,5,5,2,4,3,,3,3,1,8,3,2,2,4,1,4,1,1,1,8,0,6,0,1,1,2,3,3,3,2,3,8,8,8,8,1,8,8,1,1,1,3,4,3,4,3,3,2,2,,2,,1,2,1,2,2,2,3,3,3,3,2,2,5,5,3,4,5,4,2,,15,3,,6,,11,1,3,2,,1,11,1,,2,1,2,2,,99,99,1,3,,2,0,0,2,8888888888,8888888888,3,1,0,0,0,1.55973455452912
1,4,5,5,5,5,3,2,2,1,3,8,8,3,1,1,1,1,2,3,3,3,3,3,1,6,8,2,3,4,1,2,2,3,5,7,0,,,,,,,,,,,8,8,8,8,2,7,7,4,4,1,1,3,2,3,3,4,2,,1,,3,4,1,1,2,1,5,1,5,4,4,5,3,5,5,5,4,5,5,2,1950,15,8,BYGN. ING.,6,,11,1,2,2,,1,,,,,,1,2,,5,5,1,9,,1,0,0,1,10000,,4,1,0,0,0,0.958919363379423
1,5,5,5,1,5,3,3,1,1,3,5,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,3,8,2,2,2,2,3,6,5,0,,,,,,,,,,,2,3,8,3,2,3,6,4,4,4,2,3,3,3,3,3,0,3,,5,,5,2,1,,1,5,5,5,3,3,4,5,2,4,4,5,1,1,2,1989,18,4,,7,,1,,1,2,,,,,,,,1,2,,5,5,1,6,,1,0,0,1,35000,,1,1,0,0,0,1.25194277837517
1,5,5,2,8,5,3,3,2,1,5,3,2,1,1,1,1,2,3,3,3,3,3,3,1,9,2,3,6,2,2,2,2,3,4,9,0,,,,,,,,,,,3,3,8,8,4,2,5,5,4,4,2,3,3,3,4,3,2,2,,5,,3,1,1,2,1,5,2,3,4,8,3,5,5,5,5,5,5,5,2,1964,17,4,,6,,1,,1,2,,,,,,,,1,2,,6,4,1,11,,1,0,0,1,34000,,2,0,1,0,0,0.528820121067233
1,5,5,5,5,5,3,3,2,1,4,3,5,1,1,1,1,1,2,3,3,3,3,3,1,12,2,4,3,1,2,2,2,1,6,4,0,3,0,4,2,3,3,4,2,3,2,3,8,8,8,3,1,1,5,4,2,2,3,3,3,5,3,2,,3,,2,3,3,1,4,2,3,3,2,3,2,3,3,4,4,3,5,3,4,2,1985,15,3,,6,,1,,2,1,4,1,2,,50,3,1,2,1,,8,4,1,14,,2,0,2,4,50000,8888888888,2,1,0,0,0,0.851953012902938
1,5,5,5,8,5,3,3,2,2,5,5,5,1,1,1,1,1,3,3,3,3,3,3,1,6,3,2,1,2,1,2,8,3,4,2,1,,,,,,,,,,,8,8,8,8,2,1,6,8,4,4,2,3,3,3,2,4,3,2,,8,,3,5,1,2,1,5,3,3,1,1,1,8,3,5,2,5,3,3,2,1962,15,3,,6,,12,1,1,2,,,,,,,,1,2,,7,6,1,1,,1,0,0,1,8888888888,,4,0,1,0,0,1.44063990090693
3,3,5,8,3,5,3,3,8,8,8,8,4,1,4,4,2,2,3,3,3,3,3,3,1,3,2,4,8,8,8,8,8,3,6,4,0,,,,,,,,,,,1,,8,8,2,4,8,8,88,8,3,3,3,3,4,2,0,,4,,3,8,3,1,8,2,4,8,3,8,8,8,8,3,3,3,3,3,3,1,1989,0,3,,1,,1,,2,1,9,1,,,,,,3,1,,7,4,3,,,1,0,0,1,45000,,1,1,0,0,0,2.04403315277707
1,2,4,4,1,4,3,2,2,1,5,2,1,4,4,4,4,4,2,4,3,3,2,3,1,12,3,1,6,1,8,2,2,1,1,16,2,13,3,3,5,3,3,4,4,5,4,8,8,8,8,2,3,3,2,5,4,2,3,2,4,3,4,2,,1,,3,2,2,1,2,2,4,3,2,4,3,3,3,4,5,3,5,3,5,1,1939,11,6,,2,,11,1,2,1,10,1,11,1,,2,2,1,2,,5,6,1,1,,2,0,0,2,8888888888,8888888888,1,1,1,0,0,0.986900505058563
1,5,5,5,4,5,3,3,1,1,5,5,4,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,8,2,2,2,2,1,1,10,1,10,1,3,3,3,3,4,4,2,3,2,3,3,3,2,2,5,2,4,4,2,3,3,3,5,3,2,2,,2,,2,3,1,1,1,3,3,3,2,2,3,3,4,5,3,4,2,5,1,1978,20,5,,3,,1,,2,2,,1,1,,40,2,2,2,2,,5,4,1,11,,2,2,0,4,42500,110000,3,0,1,0,0,0.965490741801134
1,3,4,3,3,4,3,3,2,1,3,5,5,1,1,1,2,2,2,3,3,3,3,3,1,6,2,2,3,2,2,4,2,1,1,7,40,7,50,5,4,3,4,4,3,2,3,8,8,8,3,1,4,4,1,1,3,4,3,3,3,2,2,2,2,,3,,3,3,3,2,1,2,3,4,3,2,3,2,4,4,3,3,5,4,1,1971,4,3,,6,,1,,2,2,,1,10,1,,2,2,1,2,,8,4,1,9,,2,2,0,4,41000,56000,3,0,1,0,0,1.7231389525523
1,5,5,4,1,5,3,3,2,1,2,2,5,1,4,4,2,2,2,8,3,3,3,3,1,10,8,2,8,1,2,4,2,1,1,12,2,5,2,3,2,1,2,2,2,3,1,2,3,8,2,2,2,2,6,88,8,4,3,3,3,3,5,3,,1,,4,2,4,2,5,2,5,2,5,3,2,3,4,4,4,3,4,2,3,2,1971,18,4,,7,,2,,3,1,8,1,1,,45,2,1,1,2,,6,4,1,3,,3,1,0,4,8888888888,8888888888,2,0,1,0,0,0.607741906676498
2,2,1,5,8,5,3,2,1,1,5,8,1,1,4,4,4,4,2,3,3,3,3,3,2,,2,3,8,1,1,2,1,1,1,4,0,5,0,3,4,3,4,3,4,2,4,3,8,8,8,2,5,4,6,5,4,3,3,3,3,3,3,3,,4,,8,3,4,1,3,2,2,3,3,3,2,2,2,4,4,1,2,2,2,1,1958,7,4,,6,,1,,1,1,15,,1,,37,1,2,3,2,,6,5,1,3,,1,0,0,1,53000,,5,1,0,0,0,0.348200059112656
1,5,5,5,5,5,3,3,1,1,5,3,2,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,1,1,1,2,2,1,1,15,0,8,0,4,1,2,8,3,2,1,1,8,8,8,8,2,5,7,5,3,1,2,3,3,3,5,3,2,3,,4,,5,2,1,4,1,5,2,5,4,4,4,5,4,5,5,5,4,4,2,1959,16,4,,6,,11,1,2,1,52,2,11,1,,2,1,2,2,,5,6,1,2,,2,0,0,2,20000,8888888888,3,1,0,0,0,0.273936126091592
1,5,5,5,1,5,3,3,1,1,5,3,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,3,8,4,2,2,2,1,1,7,0,7,0,4,3,2,8,2,3,2,3,2,3,3,3,3,1,5,6,4,4,2,3,3,3,3,4,3,,1,,3,2,2,1,4,1,2,2,3,3,3,1,4,5,5,4,5,3,4,2,1980,16,4,,5,,1,,2,2,,1,1,,37,2,2,1,2,,7,3,1,11,,2,3,0,5,33000,68000,4,0,1,0,0,0.697290089651345
2,1,5,3,3,5,3,3,1,1,2,4,5,1,4,4,2,2,2,3,3,3,3,3,1,5,2,2,5,2,1,2,2,3,6,3,0,,,,,,,,,,,3,3,8,3,2,6,6,3,88,8,8,3,3,3,2,5,0,4,,5,,1,3,1,5,1,1,1,1,3,2,2,2,5,5,2,5,5,5,1,1997,4,4,,1,,1,,2,2,,1,,,,,,1,1,,8,6,1,5,,2,,,2,25000,8888888888,1,1,0,0,0,2.23264797041571
