s1_1,s1_2,s1_3,s1_4,s1_5,s1_6,s2,s2b,s3_1,s3_2,s4_1,s4_2,s4_3,s4_4,s5_1,s5_2,s5_3,s5_4,s6,s7_1,s7_2,s7_3,s7_4,s7_5,s8,s8b,s9,s10a,s10b,s11,s12,s13,s14,bvq_14,bvq_34a,s15a,s15b,s16a,s16b,d17,s18_1,s18_2,s18_3,s18_4,s18_5,s18_6,s19,s20_1,s20_2,s20_3,s20_4,s21,s22a,s22b,s23,s24,s25,s26,s27_1,s27_2,s27_3,s28a,s28b,s29,s30a,s30b,s31_1,s31_2,s32_1,s32_2,s32_3,s32_4,s32_5,s32_6,s32_7,s32_8,s33_1,s33_2,s33_3,s33_4,s34_1,s34_2,s34_3,s34_4,s34_5,s34_6,bvq_01,bvq_02_3,bvq_03,bvq_04_1,bvq_04_1_oth,bvq_04_2,bvq_04_2_oth,bvq_05_1,bvq_05_2,bvq_07,bvq_08,bvq_09,bvq_10,bvq_15_1,bvq_15_2,bvq_16,bvq_17,bvq_18,bvq_21,bvq_22,bvq_22_oth,bvq_23,bvq_24,bvq_25,bvq_26,bvq_26_oth,bvq_28,bvq_29,bvq_30,bvq_31,bvq_32,bvq_33,bvq_37,bvq_dk1_1,bvq_dk1_2,bvq_dk1_3,bvq_dk1_4,GI
1,5,5,5,3,5,3,3,8,8,3,4,5,1,1,1,1,1,,3,3,3,3,3,1,,3,8,8,2,2,2,2,1,1,,,,,3,2,3,3,4,2,3,2,3,8,8,8,3,8,8,8,4,4,3,3,3,3,3,4,2,,1,,4,3,2,1,5,1,5,5,5,3,3,3,3,5,5,5,4,2,5,2,1986,17,6,,7,,1,,1,2,,,1,,37,2,1,1,2,,8,4,1,6,,2,,2,4,8888888888,8888888888,3,0,1,0,0,1.18398000335658
1,1,8,2,2,2,3,8,,8,2,1,2,2,3,2,1,1,2,3,3,3,3,3,1,12,3,3,4,2,8,8,2,3,6,6,0,,,,,,,,,,,3,3,3,3,2,1,7,1,1,1,1,3,3,3,2,3,0,,1,,8,8,8,8,8,8,8,8,8,3,3,3,3,5,5,5,5,1,5,1,1985,0,2,,1,,10,2,,,,,,,,,,2,2,,88,5,1,4,,1,0,0,1,8888888888,,4,1,0,0,0,2.08426001062218
4,8,2,2,1,5,3,3,2,2,5,3,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,2,2,1,3,2,2,3,4,25,10,,,,,,,,,,,1,2,8,8,2,3,3,5,1,2,3,3,3,3,1,5,4,,3,,5,5,1,1,1,1,8,8,1,1,1,1,1,5,5,5,5,8,5,2,1978,14,3,,3,,3,,1,2,,,,,,,,1,1,,7,99,3,,,1,1,0,2,23000,,3,0,1,0,0,1.8063366473995
1,1,2,2,3,4,3,3,2,2,3,4,4,1,1,1,1,1,4,3,3,3,3,3,1,6,2,4,3,2,1,1,1,1,1,10,4,5,2,3,1,3,2,3,3,1,3,8,,,,2,1,1,1,1,1,2,8,8,8,3,3,4,,4,,2,2,4,1,2,1,3,2,2,2,2,2,2,3,4,3,5,3,3,2,1952,18,4,,6,,2,,2,1,12,1,2,,30,3,1,3,2,,7,5,3,,,0,0,0,0,8000,,2,1,0,0,0,1.56951858574122
1,5,3,3,1,5,3,3,2,8,5,3,5,1,1,1,1,1,3,3,3,3,3,3,1,15,8,8,3,1,2,2,2,1,6,10,60,17,60,3,4,2,8,1,5,2,4,2,3,3,3,3,8,2,8,4,4,2,3,3,3,2,5,2,,4,,3,2,2,1,4,2,5,3,4,4,4,2,4,4,5,2,3,2,3,2,1984,17,8,Universitet kandidat,7,,1,,1,2,,,7,1,,2,2,1,2,,6,5,1,1,,2,1,1,4,21000,33000,4,0,1,0,0,0.868135185003464
1,4,5,3,5,5,3,3,2,2,5,1,5,4,1,1,1,1,2,3,3,3,3,3,1,9,8,8,8,1,1,2,2,1,1,10,8,15,8,3,5,3,8,4,4,4,4,8,8,8,8,2,3,6,7,1,8,2,3,3,3,5,3,2,,4,,5,3,3,1,4,5,2,2,2,8,1,1,5,4,5,4,5,5,5,1,1954,5,8,Bygningskonstruktør,6,,11,1,2,1,10,1,9,1,,2,2,1,2,,8,3,1,1,,2,0,0,2,8700,17000,3,0,1,0,0,0.616037408727869
1,4,5,5,2,5,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1,3,1,2,2,3,2,2,4,5,1,5,5,5,5,5,3,5,3,3,2,3,1,12,2,2,3,2,2,8,2,1,1,1,1,4,0,1,5,3,4,3,5,3,3,3,3,8,3,2,5,6,3,1,1,2,4,3,5,3,4,4,,3,,1,2,5,1,2,3,3,3,2,1,1,1,3,4,3,1,5,2,3,1,1976,16,6,,3,,1,,2,1,6,1,12,2,,,,3,2,,6,6,1,7,,2,2,0,4,660000,660000,3,0,1,0,0,0.965490741801134
,,,1,,,3,3,8,,,2,,,8,,,,4,,,,5,,1,8,8,8,8,2,8,8,8,1,1,6,7,7,7,3,3,3,3,3,3,3,2,8,8,8,8,8,8,8,8,88,8,3,3,,,8,2,3,,4,,8,,,,1,,,,,8,,,,8,,,,,,2,,16,8,sociale  og  sundhedsskole,1,,10,2,,,,,10,2,,,,1,7,,8,99,7,,,18,7,,5,8888888888,8888888888,7,0,1,0,0,1.78927325440435
2,4,4,4,3,4,3,3,2,2,3,2,1,3,2,2,2,4,2,3,3,3,3,3,2,,1,2,2,1,1,1,1,1,1,8,0,0,0,3,4,3,3,3,3,3,3,2,2,3,3,2,6,7,4,1,1,3,2,2,2,3,4,2,2,,3,,2,2,2,2,2,2,1,2,4,3,3,3,5,5,4,4,5,5,1,1948,6,6,,9,,11,1,1,1,41,,11,1,,1,2,2,2,,6,6,1,1,,2,0,0,2,8888888888,8888888888,1,1,0,0,0,0.783379605640387
1,3,5,2,4,5,3,3,3,1,2,8,2,3,2,2,1,1,2,4,4,4,4,4,1,10,2,1,3,2,2,2,2,1,1,10,40,15,40,4,1,4,2,2,1,2,1,1,1,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,,5,5,3,3,1,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,1,2,1,2,2,1,1,8,12,9,8,3,2,2,3,4,3,4,4,8,8,8,8,2,2,8,2,4,4,2,3,3,3,5,3,2,3,,5,,5,1,1,5,1,5,5,5,5,5,2,5,3,5,5,5,3,4,2,1952,18,4,,8,,11,1,1,1,12,,11,1,,1,1,2,2,,6,2,1,1,,1,,,,53000,,2,1,0,0,0,0.273936126091592
2,4,5,3,2,5,3,3,2,2,8,8,8,1,1,3,2,3,2,3,3,3,3,3,1,5,3,4,8,8,8,4,2,1,1,5,0,14,10,3,4,5,5,4,4,4,5,8,8,8,8,3,8,8,4,1,4,3,3,3,3,4,3,2,,4,,8,1,2,1,3,8,8,4,8,8,8,8,1,5,5,5,5,5,8,1,,9,3,,1,,11,1,3,1,1,8,11,1,,6,2,2,2,,8,99,1,14,kan ikke huske det,2,,,2,8888888888,8888888888,5,1,0,0,0,1.32537343584731
1,5,5,5,4,5,3,3,2,1,4,2,5,5,3,2,3,3,2,3,3,3,3,3,1,12,2,2,3,2,1,1,2,1,5,15,12,2,2,4,1,3,2,4,2,3,1,,,,,2,2,2,1,1,4,3,3,3,3,4,3,2,,1,,4,2,3,1,4,2,5,2,5,4,4,4,3,4,5,4,5,4,3,2,,12,4,,3,,9,1,1,2,,,9,1,,2,2,1,2,,7,4,1,1,,2,0,0,0,8888888888,8888888888,3,0,0,1,0,0.450313120496694
2,5,5,5,8,5,3,3,1,1,3,3,5,1,1,1,1,1,3,3,3,3,3,3,1,6,3,4,8,2,2,2,2,3,6,3,0,,,,,,,,,,,3,8,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,3,5,3,3,1,1,5,3,5,1,1,1,1,1,3,3,3,3,3,3,1,6,8,8,8,4,8,8,2,1,1,10,0,3,0,5,1,3,6,1,1,1,1,3,3,8,8,2,6,7,4,1,1,1,3,3,3,5,3,3,,1,,3,3,3,1,5,1,5,2,4,3,3,3,4,3,5,5,5,4,4,2,1972,15,4,,6,,1,,2,2,,1,2,,70,4,,1,2,,8,4,1,1,,3,0,0,3,48000,80000,2,0,1,0,0,1.57622231754577
1,5,5,5,4,5,3,3,1,1,2,3,5,1,2,2,1,1,2,3,3,3,3,3,1,12,3,3,1,2,1,2,1,1,6,15,130,15,90,4,2,4,3,3,3,4,3,1,8,8,2,2,3,6,6,3,4,3,3,3,3,4,3,2,3,,4,,2,3,1,4,3,4,3,2,1,1,1,1,4,4,3,5,2,3,1,1990,18,4,,7,,6,1,1,2,,,1,,40,1,2,2,2,,7,4,1,2,,2,0,2,4,23000,65000,4,0,1,0,0,1.25824393637764
4,4,3,3,2,3,3,2,2,2,3,3,1,5,4,4,5,5,2,3,2,3,3,3,1,8,2,4,4,1,8,1,1,1,1,60,30,10,14,3,2,3,3,2,2,2,1,2,3,3,3,2,2,6,1,1,2,4,4,3,4,3,4,1,,2,,3,3,4,1,2,3,3,3,3,2,3,3,3,1,5,4,4,4,2,2,1985,2,8,"Frisor , secretar",2,,2,,3,2,,2,2,,30,3,2,3,6,Jehovah's vidner,1,7,3,,,2,0,1,3,8888888888,8888888888,3,0,1,0,0,1.98714111454587
2,4,4,3,4,8,3,3,8,8,5,4,5,1,1,1,1,1,3,3,3,3,3,3,1,24,3,4,3,5,2,2,2,3,4,7,0,,,,,,,,,,,8,8,8,8,2,3,7,7,88,5,3,3,3,3,1,3,4,4,,5,,5,1,1,5,1,5,5,5,4,4,4,3,1,8,8,8,5,8,1,1960,5,3,,3,,1,,1,2,,,,,,,,1,2,,7,9,3,,,0,0,0,1,20000,,1,0,1,0,0,0.77514136164161
1,5,5,5,3,5,3,3,1,1,5,5,4,1,2,2,1,1,2,3,3,3,3,3,1,3,3,2,1,8,2,2,2,3,4,5,10,,,,,,,,,,,3,3,3,3,2,1,4,5,4,4,3,3,3,3,3,4,3,,2,,5,4,2,1,2,1,5,3,3,3,3,3,5,4,4,3,3,3,2,1,1968,21,4,,6,,1,,2,2,,1,,,,,,1,2,,5,4,1,1,,2,1,0,0,67000,75000,1,1,0,0,0,0.525148651034632
2,,,,,,3,2,1,1,2,3,5,1,3,3,1,1,2,3,3,3,3,3,1,3,8,8,8,2,3,2,2,1,1,17,16,20,10,3,4,8,3,1,4,3,3,3,8,8,8,4,8,8,3,1,1,5,8,8,8,3,5,1,3,,5,,5,2,1,4,1,5,3,4,3,3,1,4,5,5,3,4,2,5,1,,21,4,,8,,14,1,1,2,,,1,,32,1,2,1,1,,8,5,1,,,3,0,0,3,43000,70000,2,0,0,0,1,0.525148651034632
5,3,1,2,,3,3,1,3,,1,2,5,1,1,2,1,1,0,5,1,3,3,3,1,72,2,1,6,4,8,4,2,1,2,5,27,5,40,4,4,5,5,3,4,4,3,1,1,3,1,2,7,1,1,2,4,4,4,4,4,4,3,2,,3,,3,1,5,1,3,3,2,2,1,1,8,8,8,5,5,1,3,3,3,1,1991,15,4,,3,,3,,2,2,,8,4,,40,2,2,1,2,,8,6,1,1,,2,0,2,4,33000,68000,3,0,1,0,0,1.27463708397261
1,4,5,5,4,5,3,3,1,1,4,3,5,1,2,2,2,2,2,3,3,3,3,3,1,12,3,2,3,2,3,2,2,1,1,10,20,10,25,3,1,4,3,4,2,4,2,3,2,8,2,2,4,7,5,4,4,3,3,3,3,4,3,1,3,,3,,3,2,1,4,1,3,3,4,4,3,3,4,3,4,3,5,3,4,1,1980,15,6,,4,,1,,2,2,,1,14,1,,1,2,1,2,,8,5,1,1,,2,1,0,3,58000,58000,3,1,0,0,0,0.961376306355894
1,1,5,1,4,5,3,3,2,1,2,2,5,1,1,1,1,1,0,3,2,3,3,3,1,12,2,3,1,4,2,4,2,1,1,5,0,4,0,3,3,3,4,3,3,3,3,3,3,3,3,2,5,5,7,4,4,2,3,3,3,4,2,1,,4,,3,2,5,1,2,1,2,1,2,8,8,8,2,2,3,1,4,5,4,1,1981,0,8,Vindmølle operatør,2,,1,,2,2,,1,1,,36,1,99,1,1,,8,6,1,4,,2,0,0,2,8888888888,8888888888,3,0,0,1,0,0.961376306355894
1,5,5,5,3,5,3,3,2,8,5,3,5,1,1,1,1,1,2,4,3,3,3,3,1,12,2,2,3,2,1,2,2,1,6,18,51,12,42,3,3,2,2,2,6,3,3,2,3,3,3,2,2,5,8,4,4,3,3,3,3,4,3,2,,1,,3,4,1,1,4,1,4,4,5,1,5,1,5,1,5,4,5,4,5,2,1974,17,4,,6,,3,,2,2,,1,1,,45,2,1,1,1,,8,5,1,6,,2,1,1,4,16500,122500,3,1,0,0,0,0.697290089651345
1,3,4,4,4,5,3,3,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,,8,3,8,4,8,8,2,88,7,,,,,,,,,,,,,,,,,3,,,,88,8,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,1,5,3,3,1,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,6,3,3,1,2,2,2,2,3,6,2,0,,,,,,,,,,,8,8,8,8,2,4,4,4,4,4,7,1,1,1,2,5,0,3,,5,,5,5,5,4,1,5,8,5,5,5,5,5,4,5,5,5,5,4,2,2003,12,3,,1,,7,1,2,2,,1,,,,,,3,1,,8,8,3,,,1,0,0,1,6400,,3,0,1,0,0,2.53276945743068
2,2,2,2,1,5,1,3,2,2,4,8,5,1,1,1,1,1,4,3,3,3,3,3,1,18,2,2,3,4,2,3,2,3,6,10,35,,,,,,,,,,,1,2,2,3,2,1,3,1,1,1,3,3,3,3,2,3,2,,2,,8,2,5,1,2,1,2,2,8,4,4,5,8,1,4,2,4,2,4,2,1979,15,3,,6,,1,,2,2,,1,,,,,,1,2,,5,6,1,1,,1,2,0,0,32000,,4,1,0,0,0,0.697290089651345
2,5,5,5,5,5,3,3,1,1,2,5,3,1,2,2,1,1,2,3,3,3,3,3,2,,3,3,1,8,1,2,2,1,3,10,10,5,2,3,2,3,8,2,2,3,2,8,8,8,8,2,6,4,4,4,4,2,3,3,3,2,5,3,1,,5,,2,1,1,2,3,2,2,2,4,3,4,4,4,5,3,4,4,4,2,1986,12,4,,11,Personlig træning og kostvejledere,12,1,2,1,95,1,1,,60,2,1,7,1,,8,4,3,,,2,3,0,5,45000,90000,2,1,0,0,0,1.81100510960627
1,4,2,4,3,8,3,2,2,1,5,8,5,1,1,1,1,1,3,3,3,3,3,3,2,,2,2,2,4,1,1,1,3,5,4,5,,,,,,,,,,,3,3,8,3,2,4,8,8,4,4,4,4,4,4,3,4,4,,4,,3,2,4,2,1,2,5,1,2,1,1,1,3,2,5,2,5,5,4,2,1968,16,4,,2,,2,,3,1,0,1,,,,,,1,2,,5,4,1,1,,2,1,0,3,530000,8888888888,5,0,1,0,0,1.57622231754577
8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,1,8,8,8,8,8,2,,8,8,8,8,8,8,8,88,7,3,2,,,,,,,,,,,2,3,3,3,8,8,8,8,88,8,8,8,8,8,8,8,1,1,,8,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1983,13,8,Teknisk skole,4,,2,,3,1,1,8,,,,,,2,2,,99,99,7,,,2,0,1,3,8888888888,8888888888,2,0,1,0,0,1.6851852389066
1,5,5,3,1,5,3,3,1,,,,,1,1,,,,3,,,3,,,1,12,2,3,3,2,1,2,2,3,5,10,0,,,,,,,,,,,8,,,,2,7,8,1,88,1,3,3,3,3,2,4,3,,1,,5,,,1,,,,,,,5,,,1,1,1,1,,1,1,1949,7,2,,1,,11,1,2,2,,8,,,,,,1,2,,8,6,1,1,,1,0,0,1,15000,,4,1,0,0,0,1.35686947306336
1,5,5,5,4,5,3,3,1,1,5,3,4,1,2,2,1,1,2,3,3,3,3,3,2,,3,4,3,2,1,4,2,3,5,7,0,,,,,,,,,,,3,3,3,3,2,2,5,2,4,6,2,3,3,3,4,3,1,3,,5,,3,3,1,4,3,5,2,4,3,2,3,3,4,4,2,5,2,3,1,1970,14,5,,11,Merkonom,1,,2,1,4,1,,,,,,1,2,,7,4,1,11,,1,0,0,1,45000,,3,0,1,0,0,1.49356688452993
1,5,5,5,8,5,3,3,8,8,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,8,8,8,8,1,2,8,2,4,10,5,,,,1,1,1,1,1,1,,3,3,3,1,2,1,4,1,3,4,4,3,3,3,2,3,2,3,,8,,2,4,2,4,3,3,3,2,8,8,8,8,3,3,3,1,1,3,2,1980,15,4,,4,,1,,1,2,,,2,,40,3,2,1,1,,8,5,2,,,1,2,0,3,8888888888,,3,0,1,0,0,1.1242313921803
1,5,5,5,8,5,3,3,8,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,2,4,3,2,2,2,2,1,1,14,15,0,0,3,1,1,8,3,1,1,1,8,8,8,8,2,1,1,1,4,4,2,3,3,3,3,4,2,3,,5,,3,3,1,3,1,5,2,3,1,1,1,1,5,5,2,5,2,5,2,1946,14,3,,6,,11,1,1,2,,,11,1,,1,1,2,2,,4,7,1,1,,2,0,0,2,24000,48000,5,1,0,0,0,0.414134417991036
1,5,5,5,5,5,3,3,2,1,4,3,4,1,2,2,2,2,2,3,3,3,3,3,1,12,3,3,6,2,2,2,2,3,4,6,4,,,,,,,,,,,8,8,8,8,2,4,6,4,4,4,3,3,3,3,3,4,2,3,,3,,3,3,2,3,2,3,2,3,3,3,3,3,3,4,3,4,3,3,2,1946,12,4,,2,,11,1,2,2,,1,,,,,,2,2,,5,5,1,1,,1,0,0,1,30500,,1,1,0,0,0,0.548172254065915
1,5,5,5,5,5,3,2,2,1,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,12,3,2,1,2,1,2,2,1,1,25,10,5,3,3,1,3,1,1,1,1,1,1,2,2,2,2,1,1,1,4,4,2,3,3,3,2,4,2,,1,,3,4,1,1,4,1,5,5,5,5,5,4,5,5,5,5,3,3,5,2,1970,20,8,Cand. merc.aud kandidatuddannelse,7,,1,,2,1,5,1,2,,45,3,1,1,2,,5,1,1,3,,2,0,0,2,55000,85000,5,0,1,0,0,0.532934556512472
1,5,5,5,1,5,3,3,1,1,5,5,5,5,1,1,1,1,2,3,3,3,3,3,1,12,3,8,8,4,1,2,2,1,2,10,0,5,0,3,4,2,2,3,3,3,3,8,8,8,8,3,1,4,1,4,1,3,3,3,3,2,4,2,2,,5,,1,5,1,2,2,2,1,2,1,1,1,1,5,5,2,5,2,5,2,1950,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,3,3,3,4,8,2,1,3,3,3,3,3,3,3,3,2,3,2,4,3,3,1,6,8,2,8,1,2,8,2,88,6,8,0,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,4,5,3,5,3,2,2,2,5,3,8,1,2,2,2,2,2,3,3,3,3,3,1,12,2,4,8,8,8,2,8,1,1,7,1,14,2,3,3,4,3,3,4,4,3,8,8,8,8,2,8,4,2,2,4,4,3,3,3,4,3,2,3,,4,,3,1,1,3,1,5,4,3,3,3,3,3,3,5,3,5,4,5,1,1949,20,4,,7,,11,1,1,2,,,11,1,,1,2,1,2,,8,6,7,,,2,0,0,2,8888888888,8888888888,1,1,0,0,0,0.195494884558025
1,5,5,5,2,5,3,3,2,1,3,8,3,1,1,1,1,1,2,3,3,3,3,3,1,24,3,2,3,2,1,2,1,1,1,6,14,8,6,4,2,1,3,2,3,1,1,1,3,8,8,2,1,3,2,1,1,3,3,3,3,1,2,2,4,,5,,3,3,1,4,3,5,3,3,5,3,3,8,5,5,5,5,3,5,2,1981,21,4,,5,,1,,2,2,,1,6,1,,1,2,1,2,,8,5,1,11,,2,2,0,4,30000,45000,7,0,1,0,0,0.697290089651345
1,5,5,8,8,5,3,3,1,1,5,1,3,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,2,2,1,2,2,88,7,5,3,,,,,,,,,,,8,8,8,8,8,8,8,8,88,1,1,8,8,8,1,8,0,,4,,8,4,8,1,1,1,8,1,1,8,3,8,8,5,5,5,5,5,5,1,1975,0,1,,1,,12,1,1,2,,,,,,,,1,2,,8,99,7,,,2,0,0,0,8888888888,8888888888,7,0,0,1,0,1.9034555434758
1,5,5,5,5,5,3,3,1,1,5,3,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,5,2,1,2,1,1,1,5,2,1,2,4,1,4,1,4,1,3,1,2,2,3,3,2,1,1,2,4,4,3,3,3,3,3,4,4,3,,4,,2,4,1,2,1,2,1,2,3,3,3,4,3,4,2,5,5,4,2,1963,15,5,,7,,1,,2,1,3,1,11,1,,2,2,1,2,,8,5,1,11,,4,2,0,6,37000,150000,5,1,0,0,0,0.481587804203597
2,5,4,5,5,5,3,2,2,1,2,2,1,1,2,2,2,2,3,3,3,3,3,3,1,12,2,2,4,2,1,2,2,1,1,6,4,6,6,3,4,5,4,3,4,4,3,8,8,8,8,2,1,4,1,1,1,3,3,3,3,5,3,3,3,,2,,2,3,1,1,1,2,2,2,3,3,3,3,2,5,2,4,4,3,1,1957,16,5,,3,,9,1,2,2,,1,9,1,,1,2,1,2,,6,4,1,1,,2,0,0,2,14000,30000,4,1,0,0,0,0.77514136164161
1,5,5,5,1,5,3,3,8,8,5,3,5,1,1,1,1,1,0,3,3,3,3,3,1,24,3,4,8,1,2,2,2,1,6,10,0,12,1,4,4,3,3,3,3,2,3,8,8,8,8,2,2,4,2,4,4,2,3,3,3,2,2,0,3,,5,,5,2,1,5,1,5,5,5,4,4,4,4,3,5,5,3,5,3,2,1996,17,4,,5,,14,2,,,,,8,1,,2,2,1,2,,8,8,1,12,,2,0,0,2,11621,27117,2,1,0,0,0,1.33412773535411
1,2,2,2,2,8,3,3,2,1,1,3,2,1,3,3,1,3,2,3,3,3,3,3,1,9,3,4,3,2,2,2,2,1,1,15,20,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,1,1,3,3,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,3,1,2,3,2,2,3,4,2,20,,,,,,,,,,,2,3,8,3,2,4,6,3,4,4,3,3,3,3,5,3,2,,1,,5,5,2,1,4,1,5,5,5,4,4,5,4,2,3,4,5,3,4,,1969,22,4,,7,,1,,1,1,200,,,,,,,1,1,,8,2,1,12,,1,1,0,2,85000,,1,0,1,0,0,0.525148651034632
1,5,5,5,5,5,3,3,2,1,5,8,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,2,1,4,1,2,2,3,4,5,0,,,,,,,,,,,1,8,8,8,3,1,1,7,7,4,3,3,3,3,3,1,1,,1,,5,5,2,1,5,1,5,1,5,5,4,1,5,5,5,5,5,5,5,2,1966,14,3,,3,,1,,1,2,,,,,,,,1,2,,8,10,1,3,,1,0,0,1,22000,,4,0,0,0,1,0.922982255746289
1,5,3,5,5,5,3,3,2,2,1,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,3,2,2,2,2,1,1,16,50,4,0,5,1,3,3,1,3,2,2,8,8,8,8,2,7,4,7,1,1,8,3,3,3,5,3,2,,1,,5,5,1,1,5,1,5,5,5,5,3,5,5,5,5,5,5,1,5,2,1949,16,4,,6,,11,1,1,2,,,11,1,,2,2,1,1,,8,3,1,12,,2,0,0,2,20000,30000,2,1,0,0,0,0.418248853436275
5,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,4,4,1,5,3,3,2,1,5,2,5,1,1,1,1,1,2,3,3,3,3,3,1,6,3,2,3,2,1,2,2,1,1,5,6,3,4,3,1,2,1,3,3,3,3,8,8,8,8,2,1,2,1,4,4,2,3,3,3,3,4,3,,1,,2,5,1,1,3,1,5,2,5,3,3,3,5,4,5,5,5,4,1,2,1960,3,3,,3,,10,1,1,2,,,11,1,,2,2,2,2,,7,7,1,1,,2,0,0,2,8888888888,8888888888,2,0,0,1,0,0.450313120496694
1,3,5,3,3,5,3,2,2,2,3,3,4,1,3,3,4,4,2,3,3,3,3,3,1,12,3,2,3,2,1,4,2,3,4,2,0,,,,,,,,,,,8,8,8,8,8,7,7,8,8,8,2,3,3,3,5,3,2,,1,,3,3,5,1,1,,2,2,2,1,1,1,1,4,5,2,2,1,5,1,,16,3,,3,,11,1,2,1,5,1,,,,,,1,2,,7,7,1,1,,1,0,0,1,8888888888,,3,1,0,0,0,1.58771569620826
1,8,8,8,8,8,3,2,1,1,2,2,8,1,8,8,8,8,2,3,3,3,3,3,1,12,2,3,1,4,2,2,2,1,1,30,40,25,20,3,5,1,3,4,3,3,2,3,8,8,8,2,1,8,8,1,4,4,3,3,3,1,5,2,3,,5,,5,3,1,2,3,8,5,5,5,5,5,5,5,5,5,5,2,2,2,1985,16,6,,5,,1,,2,2,,1,1,,37,2,2,1,1,,99,99,7,,,2,1,1,4,32000,8888888888,1,0,1,0,0,1.84902186558063
1,5,1,4,2,5,3,3,2,2,4,2,5,1,2,2,1,1,2,3,3,3,3,3,2,,2,2,3,2,1,2,2,1,5,4,8,3,2,3,2,2,2,2,2,1,3,8,8,8,8,2,1,6,3,5,5,3,3,3,3,5,3,4,3,,2,,5,2,1,4,2,4,1,1,1,1,2,3,5,5,3,3,5,1,2,1958,17,8,Efg handelsskole,6,,9,1,1,2,,,1,,10,2,2,1,2,,8,4,1,4,,2,0,0,2,15000,45000,1,0,0,1,0,0.700877428620546
1,2,2,2,2,2,3,1,2,1,5,3,1,2,2,2,2,2,2,4,3,3,3,3,1,12,2,2,6,2,1,2,2,1,1,8,14,18,20,3,4,4,4,4,3,3,3,3,2,3,3,3,2,2,2,1,2,2,3,3,3,3,4,5,,1,,2,2,2,1,2,1,4,2,4,3,3,3,3,5,5,5,5,5,5,1,,13,3,,2,,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,5,5,1,5,3,3,1,1,5,2,5,1,1,1,1,1,2,3,3,3,3,3,1,6,2,4,3,2,2,2,2,1,1,14,0,14,0,3,3,3,8,4,2,3,3,8,8,8,8,2,1,4,1,1,1,1,3,3,3,3,3,2,,1,,2,3,1,1,3,1,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1949,12,3,,11,svejsespecialist,11,1,2,2,,1,1,,37,2,2,1,2,,3,4,1,11,,2,0,0,2,8888888888,8888888888,4,1,0,0,0,0.622436187086979
2,5,5,3,2,1,3,3,2,1,2,3,5,1,2,2,2,2,2,3,3,3,3,3,1,12,8,8,3,1,8,8,8,1,1,21,40,20,25,3,2,2,3,4,2,4,2,3,3,8,8,2,2,1,3,4,3,2,3,3,3,2,4,3,2,,4,,4,3,1,5,1,4,5,5,5,4,4,5,4,5,4,4,4,4,2,1977,18,4,,6,,1,,1,2,,,1,,37,2,2,1,2,,5,6,1,1,,2,3,0,5,32000,65000,2,0,1,0,0,0.933395164676755
